key,loudness,tempo,duration_ms,playlist_uri
9,-30.859,135.595,134053,1
5,-8.89,173.983,135172,1
5,-7.225,98.938,165387,0
1,-9.918,77.994,98500,1
5,-15.352,110.479,219000,1
8,-3.548,173.929,201152,0
3,-2.582,90.038,178883,2
5,-10.31,99.822,224121,1
11,-11.8,111.276,346353,1
8,-15.271,70.835,204040,1
1,-7.3,121.991,207541,0
7,-7.489,86.041,232093,0
4,-18.245,150.002,116742,1
0,-3.467,206.331,163547,0
2,-5.337,95.989,227693,0
8,-7.593,165.897,162651,2
6,-6.474,92.097,196422,0
2,-13.981,88.613,205657,1
5,-9.915,96.03,186347,0
6,-5.499,82.971,190614,2
0,-7.692,169.784,228840,0
8,-10.72,122.051,296377,1
8,-6.311,139.469,201493,0
10,-6.635,105.086,186474,2
4,-4.127,95.349,226867,2
9,-17.308,165.975,124518,1
7,-3.201,133.124,206747,2
11,-4.626,129.921,266160,2
1,-18.062,61.437,305538,1
7,-31.675,116.418,129360,1
8,-14.114,126.928,249453,1
9,-3.534,98.057,192387,0
11,-3.04,141.909,152375,2
6,-8.969,155.966,140544,2
8,-6.533,174.073,172759,2
7,-7.765,79.986,124125,1
1,-11.261,132.912,165597,0
0,-26.871,100.11,96006,1
10,-17.33,114.104,394643,1
1,-4.464,95.354,183467,2
4,-10.879,86.043,101163,1
9,-5.843,140.1,303867,2
2,-12.285,102.898,364080,1
8,-5.405,168.115,230373,0
5,-8.893,99.623,187621,1
4,-10.885,74.064,121622,1
8,-17.222,67.289,329307,1
2,-3.808,105.169,184013,0
8,-6.564,148.034,189948,2
10,-12.516,80.989,177938,1
2,-6.175,89.462,244560,2
2,-4.324,144.968,321707,2
3,-12.803,80.012,222493,0
4,-5.768,111.02,323040,0
9,-4.628,126.939,218657,2
8,-4.564,112.016,170813,0
8,-7.011,200.007,177217,0
4,-8.423,76.043,92171,1
8,-4.662,171.854,194826,2
4,-28.692,82.627,116960,1
7,-4.33,135.057,244427,2
4,-6.29,102.054,212505,0
9,-10.462,87.928,109000,1
2,-12.572,148.066,169584,1
1,-4.235,119.972,226125,2
2,-3.404,135.095,255853,0
0,-9.67,88.014,134318,1
11,-6.005,134.058,216960,0
0,-13.746,118.014,292667,1
0,-11.501,138.002,219573,0
0,-8.286,120.002,196667,0
10,-9.876,109.479,247040,0
2,-5.145,145.991,191145,2
4,-6.323,92.859,186129,2
0,-10.22,173.788,193320,0
9,-6.892,117.99,138796,1
7,-4.558,105.939,188682,0
11,-6.642,77.004,197293,0
9,-13.427,80.002,111000,1
1,-5.975,94.471,147379,2
8,-8.667,81.996,127271,1
9,-3.571,137.967,241667,0
7,-4.035,167.917,186754,2
6,-18.91,108.515,155806,1
11,-2.802,164.987,142092,2
10,-10.832,75.005,133733,1
8,-9.619,180.077,148000,1
10,-4.603,125.976,188253,0
10,-6.888,100.994,237027,0
7,-10.469,78.0,180643,1
11,-6.054,102.99,195547,0
8,-12.52,180.005,114000,1
9,-6.18,160.095,304319,2
7,-7.86,159.98,148558,2
11,-3.767,98.038,160547,0
6,-17.341,67.031,107871,1
6,-12.688,105.407,272587,0
2,-5.121,164.905,218720,0
3,-10.133,131.055,212000,0
4,-5.162,104.977,106332,2
7,-6.307,181.035,232037,0
0,-9.173,135.579,161277,1
8,-16.297,89.855,448640,1
9,-4.693,128.902,308667,2
8,-3.388,150.059,104000,2
4,-6.348,190.233,142080,0
5,-3.67,114.061,165265,2
3,-5.787,131.971,205395,0
6,-11.408,97.025,233849,1
4,-4.642,151.941,230621,2
4,-6.677,96.025,160000,2
1,-12.136,101.034,197507,0
1,-3.4,113.05,249306,2
4,-8.516,147.925,285280,0
8,-7.62,179.973,194118,2
4,-16.231,114.277,430082,1
11,-15.323,86.019,91395,1
1,-9.393,164.919,217779,1
4,-6.079,95.987,188893,0
7,-12.183,70.02,85071,1
5,-15.53,96.264,264751,1
11,-11.509,74.458,259893,0
10,-17.176,114.016,185263,1
7,-11.02,82.114,226877,1
7,-5.719,105.009,268000,2
6,-8.166,120.017,264046,1
5,-16.677,78.157,254067,1
0,-5.314,117.968,348333,2
0,-14.739,79.992,198000,1
0,-19.742,139.99,142522,1
8,-12.229,101.868,219967,1
5,-38.205,175.256,137520,1
2,-21.599,147.981,104595,1
0,-3.916,95.991,158240,0
4,-7.081,126.048,124720,2
2,-6.908,119.921,225360,0
6,-6.647,105.976,331381,1
3,-10.103,111.194,253687,1
5,-9.185,95.494,154920,0
4,-3.126,142.92,197253,2
1,-12.272,109.367,128000,1
5,-14.275,80.239,325660,1
11,-3.699,160.127,148500,2
9,-16.887,117.988,264661,1
8,-7.158,184.828,217453,0
0,-10.554,124.005,389801,1
1,-3.331,123.032,180302,2
2,-5.322,103.994,180067,2
2,-7.348,77.724,201987,0
2,-13.902,96.417,380381,1
10,-15.6,180.73,207895,1
7,-16.091,82.363,275371,1
6,-12.871,129.959,120000,1
0,-6.475,155.124,198366,2
8,-17.955,64.212,260747,1
10,-15.827,83.74,206680,1
1,-19.561,110.822,266139,1
0,-39.959,71.461,142333,1
5,-17.464,115.642,206360,1
9,-8.066,95.029,186747,0
4,-29.966,130.253,184853,1
1,-4.888,168.044,202493,2
0,-3.213,92.554,168676,2
4,-8.833,201.68,256333,0
9,-4.753,150.046,184762,2
0,-6.405,79.989,97500,1
7,-5.408,104.048,185678,0
11,-8.328,168.003,210600,0
1,-5.786,134.897,165831,2
6,-2.917,149.496,174813,0
8,-2.969,132.085,220907,0
1,-14.68,89.002,119008,1
6,-8.346,159.996,112625,1
4,-11.739,74.995,146333,1
5,-15.263,178.044,230333,1
7,-22.956,103.407,366513,1
2,-13.048,74.832,123350,1
0,-13.497,70.334,319733,1
11,-9.56,90.045,77333,1
7,-24.793,120.019,128062,1
9,-2.967,157.925,222739,2
9,-14.598,118.402,203808,1
6,-5.273,184.603,233027,2
7,-8.151,115.423,243480,0
5,-12.749,156.025,110769,1
4,-10.513,85.033,135846,1
0,-3.929,98.019,167288,2
8,-12.56,74.981,116800,1
6,-12.128,152.006,173882,1
1,-2.673,100.095,264307,2
0,-12.146,130.031,198609,1
0,-16.523,111.642,326020,1
2,-7.718,79.916,155205,2
1,-5.733,144.011,207933,0
4,-8.053,90.019,128000,1
4,-8.029,129.959,140154,1
11,-5.682,121.027,171251,2
8,-20.198,74.037,134595,1
9,-5.657,96.884,295773,2
8,-11.314,161.242,106506,1
11,-8.304,121.003,167680,0
9,-13.252,66.102,88337,1
6,-3.923,153.145,197099,2
1,-10.126,86.984,137931,1
5,-4.42,99.977,249051,0
0,-6.244,163.991,155200,2
11,-1.797,166.053,221893,2
4,-5.546,169.921,122823,2
4,-33.663,62.668,176518,1
1,-6.502,161.172,173174,2
11,-7.027,96.0,175253,0
4,-11.193,174.97,271467,0
7,-6.798,95.043,179100,2
7,-4.406,104.85,209061,2
6,-11.821,78.008,123496,1
7,-2.442,109.981,199667,2
0,-8.167,121.994,290410,1
2,-37.571,140.372,170213,1
4,-10.836,131.855,123133,0
7,-3.469,153.891,210013,2
8,-3.279,157.901,194430,2
10,-16.973,180.038,155500,1
7,-14.207,117.878,233613,1
8,-4.482,162.061,137973,2
0,-7.396,84.023,118177,1
9,-3.378,108.931,339480,2
0,-11.044,104.122,320250,1
11,-5.01,171.912,175840,0
5,-15.504,72.101,100000,1
3,-9.568,113.234,223533,0
1,-18.441,110.567,212680,1
6,-29.753,116.163,165693,1
1,-16.328,133.708,171949,1
1,-3.93,108.014,215150,2
6,-4.975,96.06,259813,2
3,-22.227,65.003,408600,1
4,-4.607,105.067,156276,0
0,-4.903,131.998,310595,2
6,-9.388,131.784,228173,0
11,-8.63,119.995,326000,1
0,-15.341,73.969,132973,1
9,-9.344,86.979,117241,1
9,-6.896,200.048,151499,0
10,-20.508,111.791,171333,0
6,-5.304,81.792,196549,2
3,-5.514,80.804,205855,2
0,-9.156,117.59,274993,1
1,-4.88,150.03,169600,2
2,-13.166,144.413,246345,1
2,-5.857,184.298,194827,2
7,-10.177,119.98,222250,1
0,-9.906,85.929,247053,0
11,-11.421,182.988,222606,1
9,-3.774,158.022,179707,2
5,-12.96,80.03,145500,1
7,-9.865,148.132,109662,1
0,-8.006,115.193,194453,0
1,-13.98,124.012,313587,1
1,-10.263,119.924,206267,2
3,-9.393,81.009,106705,1
8,-4.437,128.986,196128,2
10,-11.859,78.038,113987,0
10,-15.345,168.042,129969,1
8,-4.405,124.987,147908,2
9,-7.16,136.957,180146,2
1,-9.332,84.058,140000,1
9,-4.156,158.042,224587,2
3,-5.973,184.257,267467,0
10,-13.813,91.353,245064,1
1,-4.253,165.981,190332,2
5,-8.282,62.023,159442,1
0,-13.523,87.015,119254,1
9,-3.149,75.036,328747,2
4,-14.875,172.142,167400,0
7,-11.232,89.971,153442,1
10,-12.132,194.682,206107,0
8,-5.04,157.994,200015,2
10,-3.638,76.493,126825,2
4,-9.557,146.028,108498,1
5,-13.215,171.971,141176,1
10,-33.058,161.139,195155,1
3,-9.321,122.008,255779,1
2,-5.481,119.994,199000,2
7,-24.547,148.264,305565,1
7,-5.573,140.071,142820,2
0,-14.471,93.529,144625,1
0,-9.544,75.152,238818,1
1,-5.712,183.981,140053,2
5,-10.041,108.032,177857,1
1,-17.005,144.791,94389,1
7,-15.4,78.131,403430,1
11,-6.895,123.973,300185,2
5,-17.615,70.554,255133,0
0,-6.573,85.004,126681,1
1,-3.874,116.06,194281,2
5,-5.488,80.989,224627,0
8,-9.828,204.016,249293,0
4,-3.487,125.921,204733,2
11,-9.121,91.621,203693,0
6,-2.519,103.03,216845,2
0,-14.122,78.018,121154,1
4,-7.835,76.013,145263,1
5,-7.016,155.989,133853,0
1,-3.124,93.279,150813,2
1,-39.627,68.61,335542,1
5,-6.646,82.977,289157,1
11,-6.019,94.976,185920,0
8,-3.301,142.935,195226,2
5,-14.876,111.62,230600,0
1,-2.749,92.541,220042,2
5,-11.605,76.692,125995,1
9,-6.547,188.016,357093,2
4,-3.842,151.343,200707,0
11,-22.412,80.024,168062,1
9,-6.055,135.962,232059,0
2,-14.312,183.571,172455,1
1,-12.381,71.45,268973,1
8,-3.908,105.017,227393,2
6,-2.602,150.07,223987,2
2,-4.008,137.993,235427,0
2,-27.492,67.872,253413,1
10,-3.449,97.035,170360,0
10,-36.233,69.792,139760,1
1,-2.739,184.963,185372,2
4,-16.717,87.996,155455,1
10,-5.074,174.873,167550,2
0,-15.546,85.013,141360,1
7,-4.412,152.005,129813,2
1,-13.299,169.309,139007,1
6,-10.518,75.997,105987,1
1,-9.405,83.983,126671,1
9,-6.151,100.004,175200,2
9,-10.788,120.223,126427,2
5,-19.406,67.836,290133,1
7,-5.402,116.005,245120,2
4,-11.564,125.195,255511,1
10,-3.716,177.985,206648,2
2,-8.352,186.006,173173,0
6,-27.853,77.307,386507,1
6,-3.727,160.19,199733,2
10,-7.317,79.018,194545,0
7,-12.765,182.797,304580,1
2,-23.367,101.23,250869,1
11,-18.08,173.993,132414,1
4,-5.052,134.931,186997,2
7,-11.322,153.877,209811,2
2,-3.984,187.968,195507,0
2,-3.077,135.042,199094,2
8,-12.666,118.23,309427,1
2,-4.187,108.989,152853,0
7,-10.811,129.981,105692,1
1,-17.819,107.607,394453,1
9,-11.072,137.276,153867,0
7,-7.819,143.92,199587,0
3,-9.715,169.669,174793,1
3,-13.819,135.994,159158,1
7,-9.554,94.954,269012,2
2,-6.491,76.978,214144,1
1,-11.628,118.028,162712,1
1,-11.0,84.954,158824,1
5,-16.759,117.13,267427,0
10,-15.618,144.7,129000,1
6,-10.819,116.016,251591,1
7,-9.123,162.97,168720,0
10,-8.445,89.124,240413,0
4,-7.27,133.061,196707,0
1,-5.929,141.989,165761,1
5,-4.4,119.991,245626,0
9,-20.827,84.417,274673,1
2,-11.318,72.062,153333,1
0,-5.269,100.089,213719,0
4,-15.912,137.611,288600,1
3,-8.955,149.23,274520,0
3,-8.298,148.068,214107,2
8,-7.72,85.011,107294,1
8,-4.278,73.956,209976,2
8,-6.705,141.967,246707,2
7,-8.192,128.01,293707,0
5,-7.277,76.978,253230,0
2,-3.924,119.008,262624,2
7,-7.865,82.45,230600,0
5,-10.433,193.967,219780,0
7,-12.5,85.943,165698,1
1,-12.514,87.204,379493,1
9,-5.545,140.014,161013,2
9,-5.33,137.985,239413,0
0,-5.995,165.813,191800,0
9,-5.905,141.128,191872,2
5,-5.541,84.969,162640,1
9,-5.103,124.0,281533,2
5,-5.022,78.052,190973,0
9,-17.612,80.02,133500,1
3,-3.779,94.566,129120,2
0,-4.742,121.033,269752,1
10,-5.756,146.141,182943,0
2,-2.898,187.941,289760,2
10,-16.312,140.964,264653,1
10,-8.402,155.743,235853,0
4,-2.619,157.905,171800,2
10,-12.962,46.95,424243,1
6,-18.881,111.822,125895,1
2,-16.411,77.016,120500,1
0,-20.42,120.623,196250,1
7,-12.142,123.804,198007,1
5,-6.205,83.048,102108,1
1,-4.976,119.045,166467,2
9,-6.065,174.908,176744,0
1,-4.309,136.053,228440,0
6,-8.331,75.991,186240,0
6,-3.975,176.13,212572,2
0,-10.988,82.985,115663,1
3,-8.664,109.007,160293,0
4,-6.137,141.97,219053,0
7,-5.07,81.949,187684,0
0,-8.927,122.007,124585,2
4,-5.535,107.943,277573,0
5,-5.384,130.012,244365,2
8,-6.186,120.051,176773,0
0,-5.303,147.122,229125,2
1,-3.57,86.009,257904,2
5,-9.131,95.048,123789,1
5,-8.585,123.998,233805,1
5,-15.822,120.001,128083,1
6,-6.992,76.063,166759,2
0,-8.697,81.055,298899,2
10,-7.435,153.77,173534,0
0,-19.443,74.023,158919,1
9,-8.27,92.03,125217,1
2,-15.383,68.001,121772,1
2,-3.749,114.969,95221,2
2,-10.455,100.476,198202,0
0,-6.807,120.008,156923,1
3,-9.515,156.031,156920,1
8,-10.225,160.007,238173,1
10,-4.644,89.991,167693,0
9,-6.45,119.986,258541,2
2,-6.905,75.752,195515,0
1,-5.103,96.842,178593,2
1,-4.574,119.989,187000,2
8,-7.232,118.036,188404,2
2,-6.29,127.057,312453,0
0,-13.729,184.254,242012,1
4,-12.219,123.632,254297,1
2,-3.669,102.921,161365,2
11,-21.459,120.034,138000,1
0,-5.042,190.004,215504,0
9,-5.258,112.039,214091,2
9,-23.752,99.931,180382,1
2,-16.138,104.87,123160,0
1,-4.785,90.076,124192,2
6,-35.441,72.892,301400,1
9,-20.138,119.976,128010,1
9,-13.886,79.989,96000,1
4,-3.913,160.055,176813,2
8,-14.659,99.903,248667,1
11,-36.068,107.939,214360,1
7,-4.753,160.035,156938,2
4,-4.198,106.007,292412,0
8,-4.535,101.004,191639,0
9,-5.635,95.049,149773,2
0,-11.311,180.965,198293,0
10,-5.684,201.26,207227,0
1,-3.979,77.012,185283,2
8,-36.245,78.043,181693,1
0,-13.926,90.007,85403,1
8,-31.76,70.821,129920,1
9,-2.84,90.048,193880,0
9,-6.746,181.943,188638,0
1,-16.97,100.005,213666,1
4,-11.689,126.877,163311,0
6,-11.807,92.449,173680,1
3,-9.89,129.865,218158,1
1,-0.357,94.977,239238,2
1,-9.036,88.03,125122,1
5,-16.796,112.55,307147,1
9,-5.582,137.088,160885,2
8,-19.643,75.314,192420,1
8,-4.382,169.997,159746,2
3,-6.876,132.064,192853,1
3,-5.627,133.974,276133,0
11,-5.88,104.997,123429,2
9,-8.948,140.495,307387,2
4,-15.411,140.05,145304,1
5,-12.817,116.992,251695,1
2,-6.614,145.886,205740,0
9,-5.069,140.037,174521,2
11,-11.242,90.003,138000,1
0,-3.712,162.092,174425,2
8,-3.017,164.921,182346,2
1,-11.46,96.002,197370,0
1,-2.154,94.963,201000,2
8,-6.35,83.885,137857,1
0,-6.46,79.952,160707,0
9,-12.997,88.491,187000,0
0,-19.034,69.937,140571,1
3,-6.78,103.271,220431,0
0,-8.621,118.025,244268,1
5,-3.031,175.075,139200,2
10,-15.852,79.642,273784,1
9,-9.282,120.012,235859,1
1,-9.975,144.93,119500,1
7,-7.332,97.945,298960,0
8,-14.023,112.001,166699,1
10,-3.838,127.997,197280,0
1,-15.247,89.206,228547,0
0,-4.98,93.985,188936,0
2,-6.068,123.019,297636,1
8,-22.26,59.743,303973,1
4,-2.093,105.065,157714,2
11,-4.503,123.054,146560,2
5,-10.759,86.075,111628,1
8,-5.381,151.988,207733,0
1,-5.864,96.86,174360,0
0,-4.521,125.014,215363,2
2,-14.586,144.713,195880,0
3,-4.632,95.463,168187,0
0,-22.886,119.976,145521,1
1,-9.94,97.813,176040,2
10,-6.347,115.039,241240,0
0,-18.002,91.706,288385,1
7,-4.722,156.776,203375,2
0,-4.46,173.833,136511,2
9,-8.037,176.048,120268,2
8,-8.043,120.026,158031,1
8,-4.07,81.034,184507,0
1,-8.142,100.034,153094,1
10,-6.211,95.993,247827,0
2,-7.775,79.986,135000,1
6,-28.121,67.12,293520,1
2,-2.836,176.359,206960,2
9,-6.693,179.89,216233,0
5,-5.134,124.939,139461,2
9,-3.065,202.165,199120,0
1,-8.825,167.996,228059,1
10,-4.624,152.047,186613,0
7,-14.721,130.004,118279,1
9,-15.947,105.677,267160,1
10,-8.758,129.999,118173,1
6,-14.857,79.987,135750,1
2,-7.408,98.985,172547,0
0,-13.086,155.675,165592,2
5,-23.374,102.639,176756,1
9,-10.753,74.977,153600,1
9,-10.262,119.991,196016,1
11,-12.935,78.112,80930,1
6,-3.781,126.298,294427,2
4,-7.842,121.02,257985,1
9,-13.498,135.724,176093,0
4,-11.636,112.016,182000,1
6,-11.429,117.992,168814,1
4,-12.12,79.665,129000,1
9,-8.754,104.593,208413,0
3,-5.623,139.931,203373,0
8,-12.157,119.083,313244,1
5,-10.606,123.863,276863,1
4,-14.848,110.157,206360,0
10,-4.725,118.024,198689,0
8,-3.116,160.078,175151,2
4,-5.641,165.102,197548,0
7,-7.047,98.001,234640,0
5,-10.074,125.007,125022,1
8,-12.186,99.86,253107,1
6,-9.059,111.984,310133,1
6,-18.44,77.78,181924,1
1,-21.076,78.164,223453,1
7,-13.812,194.045,193608,1
4,-6.972,119.993,184000,1
10,-7.039,75.096,145600,1
2,-21.959,121.902,263452,1
7,-9.086,95.011,137941,1
7,-15.785,121.769,282387,1
9,-11.82,79.908,108000,1
5,-8.591,142.648,219080,0
8,-3.882,154.875,177510,2
5,-10.883,97.789,167613,0
2,-9.189,111.947,319025,2
7,-9.245,124.234,198713,1
8,-2.806,75.013,180586,2
2,-6.731,81.023,270484,2
