key,loudness,tempo,duration_ms,playlist_uri
7,-7.058,148.001,392113,0
8,-10.486,58.555,249147,1
0,-7.075,145.024,435310,0
2,-9.308,79.785,218502,1
7,-6.492,77.827,299027,1
6,-5.303,145.013,464109,0
1,-6.881,147.985,442703,0
11,-7.418,78.965,194506,1
0,-5.549,160.001,533672,0
7,-6.131,148.003,399256,0
0,-5.655,77.861,225973,1
6,-5.4,76.014,240600,1
11,-4.984,173.034,432312,0
7,-5.576,145.986,374201,0
10,-4.717,177.004,419560,0
10,-6.192,148.016,420000,0
8,-6.477,144.982,433655,0
6,-8.408,144.995,470160,0
7,-17.775,46.591,175778,1
1,-5.115,79.028,163253,1
0,-4.518,148.036,396388,0
5,-4.294,147.029,439682,0
1,-11.899,79.705,240827,1
11,-5.332,145.023,397241,0
2,-15.949,75.148,267300,1
2,-7.448,76.514,222173,1
11,-5.789,183.984,417391,0
0,-14.04,76.493,238520,1
6,-6.867,145.011,500000,0
4,-7.427,146.014,430685,0
0,-9.239,60.983,253821,1
5,-11.125,78.0,228480,1
7,-5.666,148.022,468355,0
8,-8.073,140.017,473878,0
1,-3.345,145.003,473379,0
8,-4.57,77.104,208640,1
6,-6.58,148.03,433784,0
6,-6.74,144.017,520000,0
11,-8.585,79.043,326920,1
6,-5.77,146.986,607347,0
2,-9.948,73.329,240760,1
7,-6.357,145.974,491507,0
7,-7.866,147.309,363826,0
8,-9.352,75.279,227954,1
0,-9.345,67.528,183956,1
11,-6.283,143.011,471608,0
9,-10.741,75.005,190750,1
7,-5.658,146.999,425164,0
7,-6.926,147.019,466939,0
4,-6.024,144.018,486667,0
7,-8.423,145.978,430635,0
9,-21.345,63.995,217878,1
7,-6.284,146.015,376953,0
7,-5.363,153.315,169307,1
6,-8.524,143.997,385184,0
8,-7.946,144.01,425211,0
5,-6.519,76.023,160097,1
4,-1.906,144.995,504828,0
5,-9.442,80.089,231760,1
7,-11.856,73.019,223656,1
8,-8.322,146.014,417361,0
11,-6.828,137.996,487391,0
